Gene,Gene name,Main location,Other location,Expression type,Reliability,Main location GO id,Other location GO id,,Sort
ENSG00000107130,NCS1,Plasma membrane,Vesicles,APE,Supportive,GO:0005886,GO:0043231,,2183
ENSG00000107159,CA9,Plasma membrane;Cytoplasm,,APE,Supportive,GO:0005886;GO:0005737,,,2184
ENSG00000107164,FUBP3,Nucleus but not nucleoli,Cytoplasm,APE,Supportive,GO:0005654,GO:0005737,,2185
ENSG00000107185,RGP1,Plasma membrane;Cytoplasm,,APE,Supportive,GO:0005886;GO:0005737,,,2186
ENSG00000107201,DDX58,Cytoplasm,,APE,Supportive,GO:0005737,,,2187
ENSG00000107223,EDF1,Cytoplasm,Nucleus;Nucleoli,APE,Supportive,GO:0005737,GO:0005634;GO:0005730,,2188
ENSG00000107249,GLIS3,Nucleus but not nucleoli,,APE,Supportive,GO:0005654,,,2189
ENSG00000107262,BAG1,Nucleus but not nucleoli,,APE,Supportive,GO:0005654,,,2190
ENSG00000107263,RAPGEF1,Nucleus but not nucleoli,Cytoplasm,APE,Uncertain,GO:0005654,GO:0005737,,2191
ENSG00000107281,NPDC1,Nucleus,Cytoplasm,APE,Uncertain,GO:0005634,GO:0005737,,2192
ENSG00000107290,SETX,Nucleus,Cytoskeleton (Cytokinetic bridge),APE,Supportive,GO:0005634,GO:0045171,,2193
ENSG00000107338,SHB,Nucleus but not nucleoli;Cytoplasm,Vesicles,APE,Supportive,GO:0005654;GO:0005737,GO:0043231,,2194
ENSG00000107341,UBE2R2,Nucleus;Nucleoli,,APE,Uncertain,GO:0005634;GO:0005730,,,2195
ENSG00000107362,ABHD17B,,,APE,Uncertain,,,,2196
ENSG00000107371,EXOSC3,Nucleus but not nucleoli,,APE,Supportive,GO:0005654,,,2197
ENSG00000107372,ZFAND5,Nucleus but not nucleoli,Cytoplasm,APE,Uncertain,GO:0005654,GO:0005737,,2198
ENSG00000107404,DVL1,Nucleoli,,APE,Uncertain,GO:0005730,,,2199
ENSG00000107438,PDLIM1,Cytoskeleton (Actin filaments),Plasma membrane;Cell Junctions,APE,Supportive,GO:0015629,GO:0005886;GO:0030054,,2200
ENSG00000107443,CCNJ,Nucleus but not nucleoli;Golgi apparatus,,APE,Uncertain,GO:0005654;GO:0005794,,,2201
ENSG00000107447,DNTT,Nucleus but not nucleoli,,APE,Uncertain,GO:0005654,,,2202
ENSG00000107485,GATA3,Nucleus,Nucleoli,APE,Supportive,GO:0005634,GO:0005730,,2203
ENSG00000107518,ATRNL1,Nucleus;Mitochondria,,APE,Uncertain,GO:0005634;GO:0005739,,,2204
ENSG00000107551,RASSF4,Nucleus;Nucleoli,Cell Junctions,APE,Uncertain,GO:0005634;GO:0005730,GO:0030054,,2205
ENSG00000107560,RAB11FIP2,Vesicles,Nucleus but not nucleoli,APE,Supportive,GO:0043231,GO:0005654,,2206
ENSG00000107566,ERLIN1,Endoplasmic reticulum,,APE,Supportive,GO:0005783,,,2207
ENSG00000107581,EIF3A,Nucleus;Cytoplasm,Nucleoli,APE,Supportive,GO:0005634;GO:0005737,GO:0005730,,2208
ENSG00000107614,TRDMT1,Nucleoli,Nucleus;Centrosome,APE,Uncertain,GO:0005730,GO:0005634;GO:0005813,,2209
ENSG00000107625,DDX50,Nucleoli,,APE,Supportive,GO:0005730,,,2210
ENSG00000107669,ATE1,Nucleus,,APE,Supportive,GO:0005634,,,2211
ENSG00000107679,PLEKHA1,Nucleus but not nucleoli,Cytoplasm,APE,Supportive,GO:0005654,GO:0005737,,2212
ENSG00000107738,C10orf54,Nucleus but not nucleoli,,APE,Uncertain,GO:0005654,,,2213
ENSG00000107742,SPOCK2,Nucleus but not nucleoli,,APE,Uncertain,GO:0005654,,,2214
ENSG00000107745,MICU1,Mitochondria,,APE,Supportive,GO:0005739,,,2215
ENSG00000107758,PPP3CB,Mitochondria,,APE,Uncertain,GO:0005739,,,2216
ENSG00000107771,CCSER2,Nucleus but not nucleoli,Cytoplasm,APE,Uncertain,GO:0005654,GO:0005737,,2217
ENSG00000107779,BMPR1A,Cytoplasm,,APE,Uncertain,GO:0005737,,,2218
ENSG00000107816,LZTS2,Plasma membrane;Cytoplasm,,APE,Uncertain,GO:0005886;GO:0005737,,,2219
ENSG00000107819,SFXN3,Mitochondria,,APE,Supportive,GO:0005739,,,2220
ENSG00000107829,FBXW4,Golgi apparatus,,APE,Uncertain,GO:0005794,,,2221
ENSG00000107833,NPM3,Nucleoli;Cytoplasm;Cytoskeleton (Actin filaments),,APE,Uncertain,GO:0005730;GO:0005737;GO:0015629,,,2222
ENSG00000107854,TNKS2,Cytoskeleton (Microtubules),,APE,Uncertain,GO:0015630,,,2223
ENSG00000107862,GBF1,Golgi apparatus,,APE,Supportive,GO:0005794,,,2224
ENSG00000107863,ARHGAP21,Plasma membrane;Cytoskeleton (Actin filaments);Cell Junctions,,APE,Supportive,GO:0005886;GO:0015629;GO:0030054,,,2225
ENSG00000107874,CUEDC2,Nucleus but not nucleoli;Cytoplasm,,APE,Supportive,GO:0005654;GO:0005737,,,2226
ENSG00000107882,SUFU,Nucleus but not nucleoli,,APE,Supportive,GO:0005654,,,2227
ENSG00000107890,ANKRD26,Golgi apparatus;Vesicles,,APE,Uncertain,GO:0005794;GO:0043231,,,2228
ENSG00000107897,ACBD5,Vesicles,Nucleus,APE,Supportive,GO:0043231,GO:0005634,,2229
ENSG00000107902,LHPP,Nucleus,Cytoplasm,APE,Supportive,GO:0005634,GO:0005737,,2230
ENSG00000107929,LARP4B,Cytoplasm,,APE,Supportive,GO:0005737,,,2231
ENSG00000107937,GTPBP4,Nucleoli,Nuclear membrane;Cytoplasm,APE,Supportive,GO:0005730,GO:0031965;GO:0005737,,2232
ENSG00000107938,EDRF1,Nucleus but not nucleoli,Cytoplasm;Centrosome,APE,Uncertain,GO:0005654,GO:0005737;GO:0005813,,2233
ENSG00000107951,MTPAP,Mitochondria,,APE,Supportive,GO:0005739,,,2234
ENSG00000107959,PITRM1,Mitochondria,,APE,Supportive,GO:0005739,,,2235
ENSG00000107960,OBFC1,Nucleus,,APE,Supportive,GO:0005634,,,2236
ENSG00000107968,MAP3K8,Cytoplasm,,APE,Supportive,GO:0005737,,,2237
ENSG00000107984,DKK1,Nucleus but not nucleoli;Nuclear membrane,Cytoplasm,APE,Uncertain,GO:0005654;GO:0031965,GO:0005737,,2238
ENSG00000108010,GLRX3,Nucleus;Cytoplasm,Plasma membrane;Focal Adhesions,APE,Uncertain,GO:0005634;GO:0005737,GO:0005886;GO:0005925,,2239
ENSG00000108018,SORCS1,Plasma membrane;Cytoplasm,,APE,Uncertain,GO:0005886;GO:0005737,,,2240
ENSG00000108021,FAM208B,Nucleus,Cytoplasm,APE,Supportive,GO:0005634,GO:0005737,,2241
ENSG00000108039,XPNPEP1,Cytoplasm,,APE,Supportive,GO:0005737,,,2242
ENSG00000108055,SMC3,Nucleus but not nucleoli,,APE,Supportive,GO:0005654,,,2243
ENSG00000108061,SHOC2,Nucleus but not nucleoli;Cytoplasm,,APE,Supportive,GO:0005654;GO:0005737,,,2244
ENSG00000108064,TFAM,Mitochondria,,APE,Supportive,GO:0005739,,,2245
ENSG00000108091,CCDC6,Cytoplasm,,APE,Supportive,GO:0005737,,,2246
ENSG00000108094,CUL2,Nucleus but not nucleoli,,APE,Supportive,GO:0005654,,,2247
ENSG00000108106,UBE2S,Plasma membrane,Nucleus but not nucleoli,APE,Uncertain,GO:0005886,GO:0005654,,2248
ENSG00000108107,RPL28,Cytoplasm,,APE,Supportive,GO:0005737,,,2249
ENSG00000108175,ZMIZ1,Nucleus but not nucleoli;Vesicles,,APE,Uncertain,GO:0005654;GO:0043231,,,2250
ENSG00000108187,PBLD,Vesicles,,APE,Uncertain,GO:0043231,,,2251
ENSG00000108219,TSPAN14,Cytoplasm;Vesicles,,APE,Uncertain,GO:0005737;GO:0043231,,,2252
ENSG00000108239,TBC1D12,Nucleus but not nucleoli,,APE,Uncertain,GO:0005654,,,2253
ENSG00000108256,NUFIP2,Nucleus but not nucleoli,,APE,Supportive,GO:0005654,,,2254
ENSG00000108262,GIT1,Cytoplasm;Focal Adhesions,,APE,Supportive,GO:0005737;GO:0005925,,,2255
ENSG00000108298,RPL19,Nucleoli;Cytoplasm,,APE,Supportive,GO:0005730;GO:0005737,,,2256
ENSG00000108306,FBXL20,Cytoskeleton (Microtubules),,APE,Supportive,GO:0015630,,,2257
ENSG00000108309,RUNDC3A,Vesicles,,APE,Uncertain,GO:0043231,,,2258
ENSG00000108312,UBTF,Nucleoli,,APE,Supportive,GO:0005730,,,2259
ENSG00000108344,PSMD3,Nucleus,Cytoplasm,APE,Supportive,GO:0005634,GO:0005737,,2260
ENSG00000108349,CASC3,Nuclear membrane,,APE,Uncertain,GO:0031965,,,2261
ENSG00000108352,RAPGEFL1,Cytoskeleton (Microtubules),Nucleus,APE,Uncertain,GO:0015630,GO:0005634,,2262
ENSG00000108370,RGS9,Nucleus but not nucleoli,,APE,Uncertain,GO:0005654,,,2263
ENSG00000108381,ASPA,Cytoplasm,,APE,Uncertain,GO:0005737,,,2264
ENSG00000108387,04-Sep,Nucleus but not nucleoli,,APE,Supportive,GO:0005654,,,2265
ENSG00000108389,MTMR4,Nucleus but not nucleoli,Cytoplasm;Cytoskeleton (Microtubules),APE,Uncertain,GO:0005654,GO:0005737;GO:0015630,,2266
ENSG00000108406,DHX40,Nucleus,,APE,Supportive,GO:0005634,,,2267
ENSG00000108423,TUBD1,Nucleus but not nucleoli;Cytoplasm,,APE,Supportive,GO:0005654;GO:0005737,,,2268
ENSG00000108424,KPNB1,Nucleus but not nucleoli;Nuclear membrane;Cytoplasm,,APE,Supportive,GO:0005654;GO:0031965;GO:0005737,,,2269
ENSG00000108433,GOSR2,Nucleus but not nucleoli;Golgi apparatus,,APE,Supportive,GO:0005654;GO:0005794,,,2270
ENSG00000108439,PNPO,Nucleus but not nucleoli,Cytoplasm,APE,Supportive,GO:0005654,GO:0005737,,2271
ENSG00000108443,RPS6KB1,Nucleus but not nucleoli,,APE,Supportive,GO:0005654,,,2272
ENSG00000108465,CDK5RAP3,Cytoplasm,Nucleoli;Mitochondria;Golgi apparatus;Vesicles,APE,Uncertain,GO:0005737,GO:0005730;GO:0005739;GO:0005794;GO:0043231,,2273
ENSG00000108468,CBX1,Nucleus,Golgi apparatus,APE,Supportive,GO:0005634,GO:0005794,,2274
ENSG00000108469,RECQL5,Nucleus;Cytoplasm,,APE,Supportive,GO:0005634;GO:0005737,,,2275
ENSG00000108474,PIGL,Nucleus but not nucleoli;Cytoplasm,,APE,Uncertain,GO:0005654;GO:0005737,,,2276
ENSG00000108479,GALK1,Cytoplasm,Nucleus;Golgi apparatus,APE,Uncertain,GO:0005737,GO:0005634;GO:0005794,,2277
ENSG00000108506,INTS2,Nucleus but not nucleoli,,APE,Uncertain,GO:0005654,,,2278
ENSG00000108509,CAMTA2,Nucleus,Mitochondria;Cytoskeleton (Actin filaments),APE,Uncertain,GO:0005634,GO:0005739;GO:0015629,,2279
ENSG00000108510,MED13,Nucleus but not nucleoli,,APE,Supportive,GO:0005654,,,2280
ENSG00000108511,HOXB6,Golgi apparatus,Nucleus,APE,Uncertain,GO:0005794,GO:0005634,,2281
ENSG00000108515,ENO3,Plasma membrane;Cytoplasm,,APE,Supportive,GO:0005886;GO:0005737,,,2282
ENSG00000108518,PFN1,Cytoplasm,,APE,Supportive,GO:0005737,,,2283
ENSG00000108523,RNF167,Cytoplasm,,APE,Uncertain,GO:0005737,,,2284
ENSG00000108551,RASD1,Nucleus but not nucleoli,Plasma membrane,APE,Uncertain,GO:0005654,GO:0005886,,2285
ENSG00000108557,RAI1,Nucleus but not nucleoli,,APE,Supportive,GO:0005654,,,2286
ENSG00000108559,NUP88,Nucleus but not nucleoli,,APE,Supportive,GO:0005654,,,2287
ENSG00000108561,C1QBP,Plasma membrane,Mitochondria,APE,Uncertain,GO:0005886,GO:0005739,,2288
ENSG00000108578,BLMH,Nucleus;Cytoplasm,,APE,Supportive,GO:0005634;GO:0005737,,,2289
ENSG00000108588,CCDC47,Endoplasmic reticulum,,APE,Uncertain,GO:0005783,,,2290
ENSG00000108590,MED31,Nucleus,,APE,Uncertain,GO:0005634,,,2291
ENSG00000108591,DRG2,Nucleus but not nucleoli;Cytoplasm;Vesicles,,APE,Supportive,GO:0005654;GO:0005737;GO:0043231,,,2292
ENSG00000108592,FTSJ3,Nucleoli,,APE,Supportive,GO:0005730,,,2293
ENSG00000108599,AKAP10,Plasma membrane;Cytoplasm,,APE,Supportive,GO:0005886;GO:0005737,,,2294
ENSG00000108602,ALDH3A1,Plasma membrane;Cytoplasm;Vesicles,,APE,Supportive,GO:0005886;GO:0005737;GO:0043231,,,2295
ENSG00000108604,SMARCD2,Nucleus but not nucleoli,,APE,Supportive,GO:0005654,,,2296
ENSG00000108639,SYNGR2,Golgi apparatus,,APE,Uncertain,GO:0005794,,,2297
ENSG00000108641,B9D1,Nucleus but not nucleoli;Cytoplasm,,APE,Uncertain,GO:0005654;GO:0005737,,,2298
ENSG00000108651,UTP6,Nucleoli,,APE,Supportive,GO:0005730,,,2299
ENSG00000108654,DDX5,Nucleus but not nucleoli,,APE,Supportive,GO:0005654,,,2300
ENSG00000108666,C17orf75,Cytoplasm;Golgi apparatus,,APE,Uncertain,GO:0005737;GO:0005794,,,2301
ENSG00000108669,CYTH1,Nucleus,Nucleoli,APE,Uncertain,GO:0005634,GO:0005730,,2302
ENSG00000108671,PSMD11,Nucleus,,APE,Uncertain,GO:0005634,,,2303
ENSG00000108679,LGALS3BP,Nucleus but not nucleoli;Vesicles,,APE,Uncertain,GO:0005654;GO:0043231,,,2304
ENSG00000108774,RAB5C,Vesicles,,APE,Supportive,GO:0043231,,,2305
ENSG00000108786,HSD17B1,Cytoplasm,Nucleus but not nucleoli;Nuclear membrane,APE,Supportive,GO:0005737,GO:0005654;GO:0031965,,2306
ENSG00000108797,CNTNAP1,Nucleus but not nucleoli,,APE,Uncertain,GO:0005654,,,2307
ENSG00000108799,EZH1,Nucleus but not nucleoli,,APE,Supportive,GO:0005654,,,2308
ENSG00000108813,DLX4,Nucleus but not nucleoli,,APE,Uncertain,GO:0005654,,,2309
ENSG00000108821,COL1A1,Cytoplasm;Cytoskeleton (Intermediate filaments),,APE,Uncertain,GO:0005737;GO:0045111,,,2310
ENSG00000108829,LRRC59,Endoplasmic reticulum,,APE,Supportive,GO:0005783,,,2311
ENSG00000108839,ALOX12,Cytoplasm,Nucleus but not nucleoli,APE,Supportive,GO:0005737,GO:0005654,,2312
ENSG00000108840,HDAC5,Nucleus but not nucleoli,Cytoplasm;Golgi apparatus,APE,Supportive,GO:0005654,GO:0005737;GO:0005794,,2313
ENSG00000108846,ABCC3,Plasma membrane,,APE,Uncertain,GO:0005886,,,2314
ENSG00000108848,LUC7L3,Nucleus but not nucleoli,,APE,Supportive,GO:0005654,,,2315
ENSG00000108852,MPP2,Cytoplasm;Mitochondria,,APE,Uncertain,GO:0005737;GO:0005739,,,2316
ENSG00000108861,DUSP3,Nucleus but not nucleoli,Cytoplasm,APE,Supportive,GO:0005654,GO:0005737,,2317
ENSG00000108883,EFTUD2,Nucleus but not nucleoli;Cytoplasm,,APE,Supportive,GO:0005654;GO:0005737,,,2318
ENSG00000108924,HLF,Nucleus;Nucleoli,Cytoplasm,APE,Uncertain,GO:0005634;GO:0005730,GO:0005737,,2319
ENSG00000108947,EFNB3,Nucleus but not nucleoli,,APE,Uncertain,GO:0005654,,,2320
ENSG00000108953,YWHAE,Cytoplasm,,APE,Uncertain,GO:0005737,,,2321
ENSG00000108961,RANGRF,Nucleus but not nucleoli,Cytoplasm,APE,Supportive,GO:0005654,GO:0005737,,2322
ENSG00000108963,DPH1,Vesicles,,APE,Uncertain,GO:0043231,,,2323
ENSG00000108984,MAP2K6,Nucleus but not nucleoli,,APE,Uncertain,GO:0005654,,,2324
ENSG00000109016,DHRS7B,Nucleus but not nucleoli;Plasma membrane;Cell Junctions,,APE,Supportive,GO:0005654;GO:0005886;GO:0030054,,,2325
ENSG00000109046,WSB1,Mitochondria,,APE,Uncertain,GO:0005739,,,2326
ENSG00000109062,SLC9A3R1,Plasma membrane,Vesicles;Centrosome,APE,Supportive,GO:0005886,GO:0043231;GO:0005813,,2327
ENSG00000109065,NAT9,Nucleus but not nucleoli,,APE,Uncertain,GO:0005654,,,2328
ENSG00000109066,TMEM104,Nucleus but not nucleoli,Golgi apparatus,APE,Uncertain,GO:0005654,GO:0005794,,2329
ENSG00000109079,TNFAIP1,Nucleoli,,APE,Supportive,GO:0005730,,,2330
ENSG00000109083,IFT20,Cytoskeleton (Microtubules),,APE,Uncertain,GO:0015630,,,2331
ENSG00000109084,TMEM97,Plasma membrane;Cytoplasm,Nuclear membrane,APE,Uncertain,GO:0005886;GO:0005737,GO:0031965,,2332
ENSG00000109089,CDR2L,Cytoplasm,,APE,Uncertain,GO:0005737,,,2333
ENSG00000109107,ALDOC,Nucleus;Nucleoli,Cytoplasm,APE,Uncertain,GO:0005634;GO:0005730,GO:0005737,,2334
ENSG00000109111,SUPT6H,Nucleus but not nucleoli;Cytoplasm,Plasma membrane,APE,Supportive,GO:0005654;GO:0005737,GO:0005886,,2335
ENSG00000109118,PHF12,Nucleus but not nucleoli,,APE,Supportive,GO:0005654,,,2336
ENSG00000109180,OCIAD1,Mitochondria,,APE,Uncertain,GO:0005739,,,2337
ENSG00000109184,DCUN1D4,Nucleus,Vesicles,APE,Uncertain,GO:0005634,GO:0043231,,2338
ENSG00000109189,USP46,Nucleoli,,APE,Supportive,GO:0005730,,,2339
ENSG00000109205,ODAM,Nucleus but not nucleoli;Cytoplasm,,APE,Supportive,GO:0005654;GO:0005737,,,2340
ENSG00000109265,KIAA1211,Nucleus but not nucleoli,Golgi apparatus,APE,Uncertain,GO:0005654,GO:0005794,,2341
ENSG00000109320,NFKB1,Nucleus but not nucleoli,Cytoplasm,APE,Supportive,GO:0005654,GO:0005737,,2342
ENSG00000109321,AREG,Mitochondria,,APE,Uncertain,GO:0005739,,,2343
ENSG00000109381,ELF2,Nucleus but not nucleoli,Cytoplasm,APE,Supportive,GO:0005654,GO:0005737,,2344
ENSG00000109390,NDUFC1,Mitochondria,,APE,Supportive,GO:0005739,,,2345
ENSG00000109436,TBC1D9,Vesicles,Centrosome,APE,Uncertain,GO:0043231,GO:0005813,,2346
ENSG00000109445,ZNF330,Nucleoli,,APE,Supportive,GO:0005730,,,2347
ENSG00000109452,INPP4B,Centrosome,,APE,Uncertain,GO:0005813,,,2348
ENSG00000109458,GAB1,Vesicles,,APE,Uncertain,GO:0043231,,,2349
ENSG00000109472,CPE,Centrosome,Nucleus but not nucleoli;Vesicles,APE,Uncertain,GO:0005813,GO:0005654;GO:0043231,,2350
ENSG00000109475,RPL34,Cytoplasm,Nucleoli,APE,Supportive,GO:0005737,GO:0005730,,2351
ENSG00000109511,ANXA10,Nucleus;Nucleoli,Cytoplasm;Vesicles,APE,Uncertain,GO:0005634;GO:0005730,GO:0005737;GO:0043231,,2352
ENSG00000109519,GRPEL1,Mitochondria,Nucleus,APE,Supportive,GO:0005739,GO:0005634,,2353
ENSG00000109534,GAR1,Nucleus;Nucleoli,,APE,Supportive,GO:0005634;GO:0005730,,,2354
ENSG00000109572,CLCN3,Cytoplasm,,APE,Uncertain,GO:0005737,,,2355
ENSG00000109576,AADAT,Plasma membrane,Vesicles,APE,Uncertain,GO:0005886,GO:0043231,,2356
ENSG00000109606,DHX15,Nucleus,,APE,Supportive,GO:0005634,,,2357
ENSG00000109625,CPZ,,,APE,Uncertain,,,,2358
ENSG00000109654,TRIM2,Centrosome,,APE,Uncertain,GO:0005813,,,2359
ENSG00000109670,FBXW7,Nucleus but not nucleoli,Vesicles,APE,Supportive,GO:0005654,GO:0043231,,2360
ENSG00000109674,NEIL3,Nucleus but not nucleoli,,APE,Supportive,GO:0005654,,,2361
ENSG00000109680,TBC1D19,Nucleus but not nucleoli;Nuclear membrane,,APE,Uncertain,GO:0005654;GO:0031965,,,2362
ENSG00000109684,CLNK,Vesicles,Nucleus but not nucleoli,APE,Uncertain,GO:0043231,GO:0005654,,2363
ENSG00000109685,WHSC1,Nucleus,,APE,Supportive,GO:0005634,,,2364
ENSG00000109686,SH3D19,Nucleus but not nucleoli,Golgi apparatus,APE,Supportive,GO:0005654,GO:0005794,,2365
ENSG00000109689,STIM2,Vesicles,,APE,Uncertain,GO:0043231,,,2366
ENSG00000109705,NKX3-2,Nucleus but not nucleoli,,APE,Uncertain,GO:0005654,,,2367
ENSG00000109736,MFSD10,Nuclear membrane,Nucleus but not nucleoli,APE,Uncertain,GO:0031965,GO:0005654,,2368
ENSG00000109756,RAPGEF2,Nucleus but not nucleoli,Centrosome,APE,Uncertain,GO:0005654,GO:0005813,,2369
ENSG00000109758,HGFAC,,,APE,Uncertain,,,,2370
ENSG00000109771,LRP2BP,,,APE,Uncertain,,,,2371
ENSG00000109805,NCAPG,Cytoplasm,,APE,Supportive,GO:0005737,,,2372
ENSG00000109814,UGDH,Nucleus,,APE,Supportive,GO:0005634,,,2373
ENSG00000109846,CRYAB,Plasma membrane;Cytoplasm,,APE,Supportive,GO:0005886;GO:0005737,,,2374
ENSG00000109854,HTATIP2,Cytoplasm,Nucleus but not nucleoli,APE,Supportive,GO:0005737,GO:0005654,,2375
ENSG00000109881,CCDC34,Nucleoli;Nuclear membrane,,APE,Uncertain,GO:0005730;GO:0031965,,,2376
ENSG00000109906,ZBTB16,Nucleus;Nucleoli,,APE,Uncertain,GO:0005634;GO:0005730,,,2377
ENSG00000109911,ELP4,Nucleus but not nucleoli,,APE,Supportive,GO:0005654,,,2378
ENSG00000109917,ZPR1,Vesicles,,APE,Uncertain,GO:0043231,,,2379
ENSG00000109919,MTCH2,Mitochondria,,APE,Supportive,GO:0005739,,,2380
ENSG00000109920,FNBP4,Nucleus but not nucleoli,,APE,Supportive,GO:0005654,,,2381
ENSG00000109929,SC5D,Nucleus but not nucleoli;Endoplasmic reticulum,Plasma membrane;Cytoplasm,APE,Uncertain,GO:0005654;GO:0005783,GO:0005886;GO:0005737,,2382
ENSG00000109944,C11orf63,Nucleus but not nucleoli,Golgi apparatus,APE,Supportive,GO:0005654,GO:0005794,,2383
ENSG00000110002,VWA5A,Nucleus,,APE,Supportive,GO:0005634,,,2384
ENSG00000110013,SIAE,Vesicles,Nucleus but not nucleoli;Cytoplasm,APE,Uncertain,GO:0043231,GO:0005654;GO:0005737,,2385
ENSG00000110025,SNX15,Nucleoli;Cytoplasm,,APE,Supportive,GO:0005730;GO:0005737,,,2386
ENSG00000110031,LPXN,Cytoplasm,Nucleus,APE,Supportive,GO:0005737,GO:0005634,,2387
ENSG00000110042,DTX4,Vesicles,,APE,Uncertain,GO:0043231,,,2388
ENSG00000110046,ATG2A,Cytoplasm,Nucleus;Vesicles,APE,Uncertain,GO:0005737,GO:0005634;GO:0043231,,2389
ENSG00000110048,OSBP,Golgi apparatus,Nucleus but not nucleoli;Cytoplasm,APE,Supportive,GO:0005794,GO:0005654;GO:0005737,,2390
ENSG00000110057,UNC93B1,Nucleus but not nucleoli,,APE,Uncertain,GO:0005654,,,2391
ENSG00000110060,PUS3,Nucleus,Cytoplasm,APE,Uncertain,GO:0005634,GO:0005737,,2392
ENSG00000110063,DCPS,Nucleus but not nucleoli,Cytoplasm,APE,Supportive,GO:0005654,GO:0005737,,2393
ENSG00000110066,SUV420H1,Nucleus,,APE,Supportive,GO:0005634,,,2394
ENSG00000110074,FOXRED1,Mitochondria,,APE,Supportive,GO:0005739,,,2395
ENSG00000110075,PPP6R3,Nucleus but not nucleoli;Plasma membrane;Cytoplasm,,APE,Supportive,GO:0005654;GO:0005886;GO:0005737,,,2396
ENSG00000110090,CPT1A,Mitochondria,,APE,Supportive,GO:0005739,,,2397
ENSG00000110092,CCND1,Nucleus but not nucleoli,,APE,Supportive,GO:0005654,,,2398
ENSG00000110104,CCDC86,Nucleoli,Nucleus,APE,Supportive,GO:0005730,GO:0005634,,2399
ENSG00000110107,PRPF19,Nucleus but not nucleoli,,APE,Supportive,GO:0005654,,,2400
ENSG00000110108,TMEM109,Nuclear membrane;Cytoplasm,,APE,Uncertain,GO:0031965;GO:0005737,,,2401
ENSG00000110171,TRIM3,Mitochondria,,APE,Uncertain,GO:0005739,,,2402
ENSG00000110172,CHORDC1,Cytoplasm,,APE,Supportive,GO:0005737,,,2403
ENSG00000110200,ANAPC15,Nucleus but not nucleoli,Vesicles,APE,Uncertain,GO:0005654,GO:0043231,,2404
ENSG00000110218,PANX1,Plasma membrane,,APE,Supportive,GO:0005886,,,2405
ENSG00000110237,ARHGEF17,Cytoplasm,,APE,Uncertain,GO:0005737,,,2406
ENSG00000110244,APOA4,Cytoplasm,Centrosome,APE,Supportive,GO:0005737,GO:0005813,,2407
ENSG00000110274,CEP164,Centrosome,Nucleus but not nucleoli,APE,Supportive,GO:0005813,GO:0005654,,2408
ENSG00000110315,RNF141,Cytoskeleton (Microtubules),Nucleus but not nucleoli,APE,Uncertain,GO:0015630,GO:0005654,,2409
ENSG00000110318,KIAA1377,Nucleus but not nucleoli;Cytoplasm,,APE,Uncertain,GO:0005654;GO:0005737,,,2410
ENSG00000110321,EIF4G2,Cytoplasm,,APE,Supportive,GO:0005737,,,2411
ENSG00000110328,GALNT18,Mitochondria,,APE,Uncertain,GO:0005739,,,2412
ENSG00000110330,BIRC2,Nucleoli;Cytoplasm,Nucleus,APE,Supportive,GO:0005730;GO:0005737,GO:0005634,,2413
ENSG00000110344,UBE4A,Nucleus but not nucleoli,,APE,Supportive,GO:0005654,,,2414
ENSG00000110367,DDX6,Cytoplasm;Vesicles,,APE,Supportive,GO:0005737;GO:0043231,,,2415
ENSG00000110395,CBL,Cytoplasm,,APE,Supportive,GO:0005737,,,2416
ENSG00000110400,PVRL1,Nucleus,,APE,Uncertain,GO:0005634,,,2417
ENSG00000110422,HIPK3,Cytoplasm,Nucleus,APE,Supportive,GO:0005737,GO:0005634,,2418
ENSG00000110427,KIAA1549L,Nucleus but not nucleoli;Vesicles,,APE,Uncertain,GO:0005654;GO:0043231,,,2419
ENSG00000110429,FBXO3,Nucleus but not nucleoli,Cytoplasm,APE,Uncertain,GO:0005654,GO:0005737,,2420
ENSG00000110435,PDHX,Nucleus;Plasma membrane,Mitochondria,APE,Uncertain,GO:0005634;GO:0005886,GO:0005739,,2421
ENSG00000110442,COMMD9,Nucleus,Cytoplasm;Golgi apparatus,APE,Uncertain,GO:0005634,GO:0005737;GO:0005794,,2422
ENSG00000110446,SLC15A3,Vesicles,,APE,Supportive,GO:0043231,,,2423
ENSG00000110448,CD5,,,APE,Uncertain,,,,2424
ENSG00000110455,ACCS,Golgi apparatus,,APE,Uncertain,GO:0005794,,,2425
ENSG00000110492,MDK,Vesicles,,APE,Uncertain,GO:0043231,,,2426
ENSG00000110497,AMBRA1,Vesicles,Mitochondria,APE,Uncertain,GO:0043231,GO:0005739,,2427
ENSG00000110514,MADD,Plasma membrane;Cytoplasm,,APE,Supportive,GO:0005886;GO:0005737,,,2428
ENSG00000110536,PTPMT1,Mitochondria,,APE,Supportive,GO:0005739,,,2429
ENSG00000110583,NAA40,Nucleus,,APE,Uncertain,GO:0005634,,,2430
ENSG00000110619,CARS,Cytoplasm,,APE,Supportive,GO:0005737,,,2431
ENSG00000110651,CD81,Plasma membrane;Cytoplasm,,APE,Supportive,GO:0005886;GO:0005737,,,2432
ENSG00000110660,SLC35F2,Mitochondria,,APE,Uncertain,GO:0005739,,,2433
ENSG00000110675,ELMOD1,Nucleus but not nucleoli;Cytoplasm,,APE,Supportive,GO:0005654;GO:0005737,,,2434
